Issuing Organization,Micro-credential Stack Name,Micro-credential Name,Competency Statement (Description),Badge Image Link (Badgr),Direct Link to MC on the platform,MC ID #,Audience,Education Standard,Topics
NEA,Five Core Propositions (NBCT),Thinking Systematically About Your Practice,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Professional Learning Communities,Pedagogy"
NEA,Leadership in Organizing,Identifying Leaders through One-on-One,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Education Support Professionals: Professional Growth Continuum,Technology Standard,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,Learning Forward Subject Matter,Standards for Professional Learning
NEA,Leadership in Organizing,Using Worksite Mapping to Identify Leaders,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Supporting LGBTQ Students,Developing LGBTQ Anti-Bias Curriculum,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists,Administrator,Coach & Curriculum Designer & Teacher Lead",,Social Emotional Learning
NEA,Classroom Management,Creating A Classroom Community,,,https://nea.certificationbank.com/NEA/Stack_Library,,Classroom Educator,,Classroom Management
NEA,Cooperating Teacher,Post-Observation Feedback,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,"Conference,Collaboration,Communication Skills"
NEA,Community Schools Improvement Science,7. Using Driver Diagrams to Map Drivers, Stakeholder teams create Driver Diagrams with specific measurable goals to prioritize change ideas. ,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Staff & Coordinators,Administrator",,Community Schools
NEA,Cooperating Teacher,Managing Difficult Conversations,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Communication Skills
NEA,Technology for Instructional Coaches,Facilitating A Virtual PLC,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",ISTE Subject Matter,"Technology Planning & Infrastructure,Assistive Technologies,PLNs"
NEA,Restorative Practices,1. Exploring Restorative Practices, Educator explores restorative practices to strengthen relationships and build a community where harm can be addressed and repaired. ,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",,Social Emotional Learning
NEA,Exceptional Learner,IDEA- Determining Eligibility,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists,Coach & Curriculum Designer & Teacher Lead",Digital Promise Research Map Topic List,Special Education Practices
NEA,Technology Integration,Technology Integration: Designer,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists",ISTE Subject Matter,Technology Planning & Infrastructure
NEA,Using your Voice to Advocate for Student Success,Creating  Professional Learning to Support Educators Advocating for Student Success,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",ISTE Subject Matter,"Advocacy & Funding,PLNs"
NEA,Exceptional Learner,Working with Students with Autism Spectrum Disorde,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists,Coach & Curriculum Designer & Teacher Lead",Digital Promise Research Map Topic List,Special Education Practices
NEA,Five Core Propositions (NBCT),Knowing Your Content & How to Teach It to Students,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Professional Learning Communities,Content-Based Learning"
NEA,Restorative Practices,2. Building A Positive Classroom Community, Educator models and supports students to use affective language to build a positive classroom community that is founded on mutual respect and caring ,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",,Social Emotional Learning
NEA,Classroom Practice (InTasc): Instructional Practice,Using Student Evaluations,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Pedagogy,Assessment"
NEA,Technology for Instructional Coaches,Providing Asynchronous Feedback to Learners,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",ISTE Subject Matter,"Technology Planning & Infrastructure,Assistive Technologies"
NEA,Cooperating Teacher,Positive Professional Relationships,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,"Collaboration,Communication Skills"
NEA,Using your Voice to Advocate for Student Success,Advocating for School Funding,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",ISTE Subject Matter,Advocacy & Funding
NEA,Technology Integration,Technology Integration: Leader,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists",ISTE Subject Matter,Technology Planning & Infrastructure
NEA,Teacher Leadership: Association Pathway,Organizing and Advocacy,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Technology Integration,Technology Integration: Collaborator,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists",ISTE Subject Matter,Technology Planning & Infrastructure
NEA,Classroom Practice (InTasc): Instructional Practice,Engaging Classroom Discourse,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,"Pedagogy,Communication Skills"
NEA,Every Student Succeeds Act,Getting Involved with ESSA,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Administrator",Learning Forward Subject Matter,Standards for Professional Learning
NEA,Education Support Professionals: Professional Growth Continuum,Ethics Standard,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,Learning Forward Subject Matter,Standards for Professional Learning
NEA,Exceptional Learner,IEP Implementation: Communication & Collaboration,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists,Coach & Curriculum Designer & Teacher Lead",Digital Promise Research Map Topic List,Special Education Practices
NEA,Bully Free Schools,Structured Spaces,"Educator successfully create safe, bully-free environments within structured settings.",,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists",ISTE Subject Matter,"Digital Citizenship,Student Agency,Student Voices"
NEA,Teacher Leadership: Overarching Competencies,Continuing Education and Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Technology for Instructional Coaches,Connected Educator,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",ISTE Subject Matter,"Technology Planning & Infrastructure,Assistive Technologies"
NEA,Teacher Leadership: Association Pathway,Leading With Skill,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Teacher Leadership: Policy Pathway,Policy Advocacy,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership,Advocacy & Funding"
NEA,Classroom Practice (InTasc): Understanding Content,Promote Ownership of Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,"Pedagogy,Student Agency"
NEA,Classroom Practice (InTasc): Instructional Practice,Using an Inquiry Based Learning Cycle,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,"Pedagogy,Inquiry-Based Learning"
NEA,Community Schools Improvement Science,3. Executing a Needs Asset Assessment," Stakeholder or Community School Coordinator will develop and implement data collection and engagement strategies using a set of instruments, and organize their data.  ",,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Staff & Coordinators,Administrator",,Community Schools
NEA,Teacher Leadership: Policy Pathway,Engagement and Relationships,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter,Digital Promise Research Map Topic List","Leadership,Education Leadership,Family Engagement,Student Engagement"
NEA,Teacher Leadership: Association Pathway,Leading Vision,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Classroom Management,Classroom Expectations and Routines,,,https://nea.certificationbank.com/NEA/Stack_Library,,Classroom Educator,,Classroom Management
NEA,Supporting LGBTQ Students,Advocating for LGBTQ-  Inclusive Policy,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists,Administrator,Coach & Curriculum Designer & Teacher Lead",,Social Emotional Learning
NEA,Teacher Leadership: Instructional Pathway,Coaching and Mentoring,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership,Coaching & Teacher Support"
NEA,Classroom Management,Organizing the Physical Layout of the Classroom,,,https://nea.certificationbank.com/NEA/Stack_Library,,Classroom Educator,,Classroom Management
NEA,Bully Free Schools,Empowering Students To Find Their Voices,Educator demonstrates an understanding of how to empower students to avoid or appropriately deal with bullying situations.,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists",ISTE Subject Matter,"Digital Citizenship,Student Agency,Student Voices"
NEA,Supporting LGBTQ Students,Advocating for LGBTQ-  Inclusive Workplaces,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists,Administrator,Coach & Curriculum Designer & Teacher Lead",,Social Emotional Learning
NEA,Education Support Professionals: Professional Growth Continuum,Cultural Competence Standard,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,Learning Forward Subject Matter,Standards for Professional Learning
NEA,English Language Learners,Using Formative Assessments to Support Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,English Language Learners
NEA,Technology Integration,Technology Integration: Analyst,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists",ISTE Subject Matter,Technology Planning & Infrastructure
NEA,Exceptional Learner,Functional Behavior Assessments and Intervention,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists,Coach & Curriculum Designer & Teacher Lead",Digital Promise Research Map Topic List,Special Education Practices
NEA,Teacher Leadership: Overarching Competencies,Technological Facility,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership,Technology Planning & Infrastructure"
NEA,Teacher Leadership: Diversity Equity and Cultural Competence Pathway,Challenging Inequity,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Equity,Collaboration,Education Leadership,Leadership"
NEA,Education Support Professionals: Professional Growth Continuum,Organization Standard,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,Learning Forward Subject Matter,Standards for Professional Learning
NEA,Teacher Leadership: Diversity Equity and Cultural Competence Pathway,Cultivating Socially Just Environments,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Equity,Collaboration,Education Leadership,Leadership"
NEA,Every Student Succeeds Act,Using Data For Change,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Administrator",Learning Forward Subject Matter,Standards for Professional Learning
NEA,Bully Free Schools,Intervention Strategies for Educators,Educator demonstrates an understanding of how they can intervene appropriately in student- to-student bullying situations.,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists",ISTE Subject Matter,"Digital Citizenship,Student Agency,Student Voices"
NEA,Education Support Professionals: Professional Growth Continuum,Professionalism Standard,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,Learning Forward Subject Matter,Standards for Professional Learning
NEA,Bully Free Schools,"Federal, State, and Local Policy  Related to Bully","Educator demonstrates an understanding of federal, state, and local law and policy regarding student bullying and what their responsibilities are regarding reporting and intervention.",,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists",ISTE Subject Matter,"Digital Citizenship,Student Agency,Student Voices"
NEA,Leadership in Organizing,Organizing and Developing a Leadership Team,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Education Support Professionals: Professional Growth Continuum,Health and Safety Standard,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,Learning Forward Subject Matter,Standards for Professional Learning
NEA,Using your Voice to Advocate for Student Success,Organizing your Work Site/Local,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",ISTE Subject Matter,Advocacy & Funding
NEA,Classroom Practice (InTasc): Professional Responsibility,Technology Integration 101,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Pedagogy,Technology Planning & Infrastructure"
NEA,English Language Learners,Analyzing Assessments to Support ELL Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,English Language Learners
NEA,Classroom Management,Trauma-Informed Pedagogy,,,https://nea.certificationbank.com/NEA/Stack_Library,,Classroom Educator,,Classroom Management
NEA,Exceptional Learner,Understanding the IEP Process,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists,Coach & Curriculum Designer & Teacher Lead",Digital Promise Research Map Topic List,Special Education Practices
NEA,Teacher Leadership: Policy Pathway,Policy Implementation,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Teacher Leadership: Overarching Competencies,Communication,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership,Communication"
NEA,Classroom Management,Addressing Challenging Behaviors,Educator demonstrates an understanding and application of multiple strategies when addressing challenging classroom behaviors to meet the needs of all learners. ,,https://nea.certificationbank.com/NEA/Stack_Library,,Classroom Educator,,Classroom Management
NEA,Five Core Propositions (NBCT),Managing & Monitoring Student Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Professional Learning Communities,Student Agency"
NEA,Restorative Practices,5. Implementing Restorative Practices, Educator implements a restorative practice plan.  ,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",,Social Emotional Learning
NEA,Classroom Management,Aspects of an Engaged Classroom,,,https://nea.certificationbank.com/NEA/Stack_Library,,Classroom Educator,,Classroom Management
NEA,Teacher Leadership: Instructional Pathway,"Community Awareness, Engagement, and Advocacy",,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership,Parent & Community Engagement"
NEA,Classroom Practice (InTasc): Learner and Learning,Linking Families and Communities to Schools,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Pedagogy,Parent & Community Engagement"
NEA,Technology for Instructional Coaches,Virtual Engagement Strategies- Asynchronous,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",ISTE Subject Matter,"Technology Planning & Infrastructure,Assistive Technologies,Student Engagement"
NEA,Classroom Practice (InTasc): Understanding Content,Evaluating Digital Sources,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Pedagogy,Digital & Media Literacy"
NEA,Classroom Practice (InTasc): Professional Responsibility,Reflective Practice to Improve Personal Effectiven,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Pedagogy
NEA,Using your Voice to Advocate for Student Success,Using the Power of Educator Voice,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",ISTE Subject Matter,"Advocacy & Funding,Communication Skills"
NEA,Classroom Practice (InTasc): Professional Responsibility,Communicating with Stakeholders,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Pedagogy
NEA,Cooperating Teacher,Listening and Non-Verbal Communication,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Communication Skills
NEA,Community Schools Improvement Science,4. Using Diagrams and Charts to Analyze Data," Stakeholder or Community School Coordinator, with a team of stakeholders, use diagrams, charts, and other tools to visually represent the qualitative and quantitative data from the needs and asset assessment process. ",,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Staff & Coordinators,Administrator",,Community Schools
NEA,Technology for Instructional Coaches,Curating Content,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",ISTE Subject Matter,"Technology Planning & Infrastructure,Assistive Technologies"
NEA,English Language Learners,Advocating for ELL students and their families,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,English Language Learners
NEA,Supporting LGBTQ Students,Utilizing Proper Terminology to Talk About LGBTQ,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists,Administrator,Coach & Curriculum Designer & Teacher Lead",,Social Emotional Learning
NEA,Technology for Instructional Coaches,Virtual Engagement Strategies- Synchronous,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",ISTE Subject Matter,"Technology Planning & Infrastructure,Assistive Technologies,Student Engagement"
NEA,Leadership in Organizing,Using Data to Identify Problems and Issues,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Teacher Leadership: Instructional Pathway,Faciliataing Collaborative Relationships,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership,Collaboration"
NEA,Teacher Leadership: Association Pathway,Building Capacity in Others,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Technology for Instructional Coaches,Building Relationships Online,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",ISTE Subject Matter,"Technology Planning & Infrastructure,Assistive Technologies"
NEA,Bully Free Schools,Education Support Professionals:  First Responders,"Educational Support Professional (ESP) demonstrates an understanding of how to recognize, intervene, and prevent bullying and harassment between students in unstructured settings.",,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists",ISTE Subject Matter,"Digital Citizenship,Student Agency,Student Voices"
NEA,Technology for Instructional Coaches,Introduction to Online Netiquette,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",ISTE Subject Matter,"Technology Planning & Infrastructure,Assistive Technologies"
NEA,Every Student Succeeds Act,Building Awareness: The Non-Academic Indicators,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Administrator",Learning Forward Subject Matter,Standards for Professional Learning
NEA,Community Schools Improvement Science,2. Planning for Needs Asset Assessment," Stakeholder or Community School Coordinator develops, in collaboration with others, a plan and instruments to assess campus and community vision and needs.",,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Staff & Coordinators,Administrator",,Community Schools
NEA,Using your Voice to Advocate for Student Success,"Establishing, Maintaining and Supporting Relationships with Parents and Community",,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",ISTE Subject Matter,Advocacy & Funding
NEA,Classroom Practice (InTasc): Understanding Content,Interdisciplinary Themes to Enhance Student Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Pedagogy
NEA,Using your Voice to Advocate for Student Success,Aligning your School Mission,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",ISTE Subject Matter,Advocacy & Funding
NEA,Cooperating Teacher,Equity Literacy,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Equity
NEA,Classroom Practice (InTasc): Professional Responsibility,Continuous Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Pedagogy
NEA,Five Core Propositions (NBCT),Know Your Students,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Professional Learning Communities,Cultural Proficiency"
NEA,Community Schools Improvement Science,8. Using PDSA Cycles to Test Solutions to Problems," Stakeholders will design a PDSA (Plan-Do-Study-Act) inquiry cycle in order to test a change idea from a driver diagram, evaluate that change, and plan the next cycle. ",,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Staff & Coordinators,Administrator",,Community Schools
NEA,Restorative Practices,4. Restorative Conferencing, Educator uses conferencing to facilitate and promote healthy relationships among students and colleagues  ,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",,Social Emotional Learning
NEA,Teacher Leadership: Overarching Competencies,Interpersonal Effectiveness,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Cooperating Teacher,Andragogy Adult Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Professional Learning Communities,PLNs,Professional Development"
NEA,Teacher Leadership: Policy Pathway,Policy Making,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Teacher Leadership: Overarching Competencies,Personal Effectiveness,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Education Support Professionals: Professional Growth Continuum,Communication Standard,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,Learning Forward Subject Matter,Standards for Professional Learning
NEA,Teacher Leadership: Association Pathway,Learning Community and Workplace Culture,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Leadership in Organizing,Building a Meaningful Partnership,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Exceptional Learner,Introduction to Universal Design for Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists,Coach & Curriculum Designer & Teacher Lead",Digital Promise Research Map Topic List,Special Education Practices
NEA,Classroom Practice (InTasc): Instructional Practice,Setting Objectives and Providing Feedback,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,"Pedagogy,Communication Skills"
NEA,Technology Integration,Technology Integration: Citizen,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists",ISTE Subject Matter,Technology Planning & Infrastructure
NEA,Bully Free Schools,School Connectedness,Educator demonstrates an understanding of the relationship between school connectedness and school climate and the role they play in creating a positive learning and teaching environment.,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists",ISTE Subject Matter,"Digital Citizenship,Student Agency,Student Voices"
NEA,Community Schools Improvement Science,6. Using Fishbone Diagrams to Represent Data, Stakeholders create fishbone diagrams to visually represent and communicate a root cause analysis of a high-priority problem as identified through the needs/asset assessment process (as in the previous micro-credential). ,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Staff & Coordinators,Administrator",,Community Schools
NEA,Community Schools Improvement Science,1. Mapping Campus and Community Assets,"Stakeholder or Community School Coordinator, in collaboration with a team of stakeholders, plans and implements a process to map campus and community assets to support the development of a sustainable community school. ",,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Staff & Coordinators,Administrator",,Community Schools
NEA,Classroom Practice (InTasc): Instructional Practice,Teaching Note Taking and Summarizing Skills,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Pedagogy
